tiempo		Temp		errtiempo		errTemp	
100.0	326.2	0.016667	0.1
100.5	326.8	0.016667	0.1
101.0	328.1	0.016667	0.1
101.5	329.6	0.016667	0.1
102.0	331.3	0.016667	0.1
102.5	332.9	0.016667	0.1
103.0	334.3	0.016667	0.1
103.5	334.9	0.016667	0.1
104.0	334.5	0.016667	0.1
104.5	334.0	0.016667	0.1
105.0	333.0	0.016667	0.1
105.5	331.8	0.016667	0.1
106.0	330.5	0.016667	0.1
106.5	329.3	0.016667	0.1
107.0	328.2	0.016667	0.1
107.5	327.1	0.016667	0.1
108.0	326.1	0.016667	0.1
108.5	325.9	0.016667	0.1
109.0	326.7	0.016667	0.1
109.5	327.9	0.016667	0.1
110.0	329.4	0.016667	0.1
110.5	331.0	0.016667	0.1
111.0	332.7	0.016667	0.1
111.5	334.1	0.016667	0.1
112.0	335.1	0.016667	0.1
112.5	335.0	0.016667	0.1
113.0	334.4	0.016667	0.1
113.5	333.4	0.016667	0.1
114.0	332.3	0.016667	0.1
114.5	331.0	0.016667	0.1
115.0	329.8	0.016667	0.1
115.5	328.7	0.016667	0.1
116.0	327.6	0.016667	0.1
116.5	326.5	0.016667	0.1
117.0	326.0	0.016667	0.1
117.5	326.5	0.016667	0.1
118.0	327.6	0.016667	0.1
118.5	329.0	0.016667	0.1
119.0	330.5	0.016667	0.1
119.5	332.2	0.016667	0.1
120.0	333.8	0.016667	0.1

